state,pc_name,candidate,sex,age,category,party,party_symbol,general_votes,postal_votes,total_votes,total_electors
Bihar,Bhagalpur,SUNIL KUMAR,M,53,GEN,IND,Mike,7839,11,7850,1823820
Bihar,Bhagalpur,NOTA,0,0,0,NOTA,NOTA,31528,39,31567,1823820
Bihar,Banka,GIRIDHARI YADAV,M,58,GEN,JD(U),Arrow,476948,840,477788,1699394
Bihar,Banka,JAI PRAKASH NARAYAN YADAV,M,65,GEN,RJD,Hurricane Lamp,276856,400,277256,1699394
Bihar,Banka,MD RAFIQUE ALAM,M,50,GEN,BSP,Elephant,11931,29,11960,1699394
Bihar,Banka,KAILASH PRASAD SINGH,M,54,GEN,PSPL,Key,2570,12,2582,1699394
Bihar,Banka,NEELU DEVI,F,43,SC,BDlP,Air Conditioner,2282,49,2331,1699394
Bihar,Banka,PHESAL ANSARI,M,26,GEN,BMF,Glass Tumbler,2128,3,2131,1699394
Bihar,Banka,RAJKISHORE PRASAD ALIAS PAPPU YADAV,M,42,GEN,JMM,Almirah,3933,5,3938,1699394
Bihar,Banka,AMARJEET KUMAR,M,34,GEN,IND,Bat,3660,13,3673,1699394
Bihar,Banka,UMAKANT YADAV,M,68,GEN,IND,Apple,1886,3,1889,1699394
Bihar,Banka,MP YADAV,M,50,GEN,IND,Balloon,1877,1,1878,1699394
Bihar,Banka,NARESH YADAV,M,35,GEN,IND,Bead Necklace,2759,2,2761,1699394
Bihar,Banka,PAWAN THAKUR,M,42,GEN,IND,Auto- Rickshaw,4082,2,4084,1699394
Bihar,Banka,PUTUL KUMARI,F,61,GEN,IND,Gas Cylinder,103448,281,103729,1699394
Bihar,Banka,PRAMOD SINGH WELDONE,M,50,GEN,IND,Chappals,7361,1,7362,1699394
Bihar,Banka,PRAVIN KUMAR JHA,M,46,GEN,IND,Baby Walker,17021,4,17025,1699394
Bihar,Banka,MANOJ KUMAR SAH,M,44,GEN,IND,FLUTE,44394,4,44398,1699394
Bihar,Banka,MRITUNJAY ROY,M,38,GEN,IND,Black Board,14228,1,14229,1699394
Bihar,Banka,MOHAMMAD MUKHTAR ALAM,M,32,GEN,IND,Matchbox,5786,0,5786,1699394
Bihar,Banka,SANJIV KUMAR KUNAL,M,25,GEN,IND,COMPUTER,2381,1,2382,1699394
Bihar,Banka,SYED ALAMDAR HUSSAIN,M,43,GEN,IND,Bangles,1998,1,1999,1699394
Bihar,Banka,NOTA,0,0,0,NOTA,NOTA,6591,34,6625,1699394
Bihar,Munger,KUMAR NAVNEET HIMANSHU,M,34,SC,BSP,Elephant,10477,135,10612,1888025
Bihar,Munger,NILAM DEVI,F,48,GEN,INC,Hand,359303,1522,360825,1888025
Bihar,Munger,RAJIV RANJAN SINGH ALIAS LALAN SINGH,M,65,GEN,JD(U),Arrow,525519,3243,528762,1888025
Bihar,Munger,AJIT KUMAR,M,36,GEN,JMM,Lady Purse,8661,16,8677,1888025
Bihar,Munger,ARVIND KUMAR SHARMA,M,53,GEN,RAHIS,Helicopter,9264,27,9291,1888025
Bihar,Munger,KRISHNA MURARI KUMAR,M,31,GEN,JANADIP,Dolli,3552,4,3556,1888025
Bihar,Munger,PANCHANAND SINGH,M,51,GEN,JGHTP,Mike,3267,4,3271,1888025
Bihar,Munger,RAUSHAN KUMAR,M,31,GEN,PSPL,Key,2416,3,2419,1888025
Bihar,Munger,VIKASH KUMAR ARYA,M,41,GEN,SUCI(C),Battery Torch,4297,10,4307,1888025
Bihar,Munger,SANJAY KESARI,M,44,GEN,SHS,FLUTE,8504,127,8631,1888025
Bihar,Munger,SANTOSH KUMAR,M,32,GEN,BMUP,Cot,4393,14,4407,1888025
Bihar,Munger,SURYODAY PASWAN,M,45,SC,SaBP,Cup & Saucer,4442,8,4450,1888025
Bihar,Munger,SONELAL KORA,M,41,ST,BBC,Bead Necklace,7149,13,7162,1888025
Bihar,Munger,AMARJIT PATEL,M,38,GEN,IND,Tractor Chalata Kisan,18639,7,18646,1888025
Bihar,Munger,UCHIT KUMAR,M,46,GEN,IND,Balloon,12364,6,12370,1888025
Bihar,Munger,DINA SAW,M,50,GEN,IND,Bat,15890,3,15893,1888025
Bihar,Munger,PRANAY KUMAR,M,35,GEN,IND,Helmet,4742,1,4743,1888025
Bihar,Munger,MAHESH RAM,M,33,SC,IND,Camera,7447,3,7450,1888025
Bihar,Munger,DR. RAJESH KUMAR RATNAKAR,M,42,SC,IND,Air Conditioner,11044,10,11054,1888025
Bihar,Munger,NOTA,0,0,0,NOTA,NOTA,9651,91,9742,1888025
Bihar,Nalanda,Kaushlendra Kumar,M,60,GEN,JD(U),Arrow,539183,1705,540888,2114809
Bihar,Nalanda,Shashi Kumar,M,33,GEN,BSP,Elephant,12612,63,12675,2114809
Bihar,Nalanda,Shashi Kumar,M,50,GEN,NCP,Clock,2965,118,3083,2114809
Bihar,Nalanda,Anil Kumar,M,58,GEN,BJKD,Hat,8057,29,8086,2114809
Bihar,Nalanda,Ashok Kumar Azad,M,46,GEN,HAMS,Telephone,284587,164,284751,2114809
Bihar,Nalanda,KUMAR HARI CHARAN SINGH YADAV,M,49,GEN,BMF,Glass Tumbler,6182,5,6187,2114809
Bihar,Nalanda,Chiranjib Kumar,M,39,GEN,SHS,Air Conditioner,5468,52,5520,2114809
Bihar,Nalanda,Dilip Rawat,M,38,GEN,ManJP,Bead Necklace,2964,2,2966,2114809
Bihar,Nalanda,Dinanath Pandey,M,72,GEN,BIP,Balloon,2226,5,2231,2114809
Bihar,Nalanda,Pawan Kumar Pandey,M,35,GEN,BLRP,BUCKET,2312,10,2322,2114809
Bihar,Nalanda,Purushotam Sharma,M,47,GEN,NJP,Hour Glass,4442,2,4444,2114809
Bihar,Nalanda,Brahamdev Prasad,M,60,GEN,SSD,Saw,16346,0,16346,2114809
Bihar,Nalanda,Rajeev Ranjan Kumar,M,25,GEN,JANADIP,Dolli,5961,1,5962,2114809
Bihar,Nalanda,Ram Charitra Prasad Singh,M,72,GEN,HND,Water Tank,4412,0,4412,2114809
Bihar,Nalanda,Ramchandra Prasad,M,76,GEN,SGUP,COMPUTER,6513,1,6514,2114809
Bihar,Nalanda,Ramvilaf Paswan,M,61,SC,RAHIS,Tractor Chalata Kisan,21268,8,21276,2114809
Bihar,Nalanda,Rekha Kumari,F,34,GEN,PMPT,Almirah,9140,10,9150,2114809
Bihar,Nalanda,Shankar Pandey,M,37,GEN,BNDl,Ganna Kisan,4767,1,4768,2114809
Bihar,Nalanda,Sanjeet Kumar,M,38,GEN,JTVP,Sewing Machine,3665,3,3668,2114809
Bihar,Nalanda,Sampati Kumar,M,36,SC,SBSP,Walking Stick,4433,1,4434,2114809
Bihar,Nalanda,Sunil Ravidas,M,30,SC,RPI,Apple,6426,2,6428,2114809
Bihar,Nalanda,Surendra Singh,M,62,GEN,BHAPRAP,Ludo,2972,1,2973,2114809
Bihar,Nalanda,Sohavan Paswan,M,43,SC,PMP,Batsman,2073,0,2073,2114809
Bihar,Nalanda,Ashok Kumar,M,42,GEN,IND,Auto- Rickshaw,10134,3,10137,2114809
Bihar,Nalanda,Usha Devi,F,63,GEN,IND,Baby Walker,3378,3,3381,2114809
Bihar,Nalanda,Nita Devi,F,36,GEN,IND,Lady Purse,2397,2,2399,2114809
Bihar,Nalanda,Punit Kumar,M,30,GEN,IND,Bangles,5052,6,5058,2114809
Bihar,Nalanda,Mintu Kumar,M,31,GEN,IND,Basket containing Fruits,6321,4,6325,2114809
Bihar,Nalanda,Mohan Bind,M,41,GEN,IND,Bat,3472,2,3474,2114809
Bihar,Nalanda,Mohammad Surkhab Alam,M,37,GEN,IND,BELT,2215,1,2216,2114809
Bihar,Nalanda,Rajnish Kumar Paswan,M,40,SC,IND,Stool,2602,0,2602,2114809
Bihar,Nalanda,Rakesh Paswan,M,33,SC,IND,Battery Torch,11960,4,11964,2114809
Bihar,Nalanda,Ramchandra Singh,M,45,GEN,IND,Television,9073,2,9075,2114809
Bihar,Nalanda,Shailendra Chaudhari,M,41,SC,IND,BENCH,2170,1,2171,2114809
Bihar,Nalanda,Sudhir Kumar,M,37,GEN,IND,Bicycle Pump,2901,0,2901,2114809
Bihar,Nalanda,NOTA,0,0,0,NOTA,NOTA,8372,54,8426,2114809
Bihar,Patna Sahib,RAVI SHANKAR PRASAD,M,64,GEN,BJP,Lotus,604956,2550,607506,2146008
Bihar,Patna Sahib,SHATRUGHAN SINHA,M,73,GEN,INC,Hand,321840,1009,322849,2146008
Bihar,Patna Sahib,AKHILESH KUMAR,M,44,GEN,ASDHP,Bottle,3762,4,3766,2146008
Bihar,Patna Sahib,ANAMIKA KUMARI,F,39,GEN,SUCI(C),Battery torch,1217,3,1220,2146008
Bihar,Patna Sahib,PRABHASH CHANDRA SHARMA,M,42,GEN,VCSMP,Tiller,1272,0,1272,2146008
Bihar,Patna Sahib,BASANT SINGH,M,28,GEN,BJKD,Hat,1027,0,1027,2146008
Bihar,Patna Sahib,MAHBOOB ALAM ANSARI,M,60,GEN,BMF,Glass Tumbler,1480,3,1483,2146008
Bihar,Patna Sahib,RAJESH KUMAR,M,38,GEN,JP,Auto- Rickshaw,1436,1,1437,2146008
Bihar,Patna Sahib,RITA DEVI,F,39,GEN,VSIP,Boat with Man and Sail,1289,1,1290,2146008
Bihar,Patna Sahib,SUMIT RANJAN SINHA,M,31,GEN,SHS,Cup & Saucer,1420,4,1424,2146008
Bihar,Patna Sahib,AMIT KUMAR GUPTA,M,30,GEN,IND,Apple,1571,1,1572,2146008
Bihar,Patna Sahib,ARVIND KUMAR,M,39,GEN,IND,Telephone,2804,2,2806,2146008
Bihar,Patna Sahib,ASHOK KUMAR GUPTA,M,67,GEN,IND,Helicopter,3436,11,3447,2146008
Bihar,Patna Sahib,KUMAR RAUNAK,M,37,GEN,IND,COMPUTER,2574,1,2575,2146008
Bihar,Patna Sahib,JAVED,M,46,GEN,IND,Air Conditioner,5446,0,5446,2146008
Bihar,Patna Sahib,NIMESH SHUKLA,M,41,GEN,IND,Football,9319,0,9319,2146008
Bihar,Patna Sahib,RANI DEVI,F,35,GEN,IND,Plate Containing Food,5253,2,5255,2146008
Bihar,Patna Sahib,VISHNU DEV,M,59,SC,IND,BUCKET,3512,3,3515,2146008
Bihar,Patna Sahib,NOTA,0,0,0,NOTA,NOTA,4988,88,5076,2146008
Bihar,Pataliputra,MD. KALIMULLAH,M,46,GEN,BSP,Elephant,13980,65,14045,1925479
Bihar,Pataliputra,MISHA BHARTI,F,42,GEN,RJD,Hurricane Lamp,468873,1363,470236,1925479
Bihar,Pataliputra,RAM KRIPAL YADAV,M,58,GEN,BJP,Lotus,506557,3000,509557,1925479
Bihar,Pataliputra,INDU DEVI MISHRA,F,53,GEN,BJKD,Hat,6291,4,6295,1925479
Bihar,Pataliputra,MD. TAUFIQUE AHMAD,M,36,GEN,VPI,Gas Cylinder,3852,5,3857,1925479
Bihar,Pataliputra,DURGESH NANDAN SINGH alias DURGESH YADAV,M,42,GEN,RJPD,FLUTE,1413,1,1414,1925479
Bihar,Pataliputra,Nagmani,M,40,GEN,SHS,Sewing Machine,1783,7,1790,1925479
Bihar,Pataliputra,VINOD DAS,M,60,SC,BBC,Bead Necklace,1766,19,1785,1925479
Bihar,Pataliputra,BINDU DEVI,F,48,GEN,RJBP,Cauliflower,2794,1,2795,1925479
Bihar,Pataliputra,RAM NARAYAN MANJHI,M,56,SC,SaBP,Cup & Saucer,1945,0,1945,1925479
Bihar,Pataliputra,RAM NIRANJAN ROY,M,60,GEN,RACHEP,Diesel Pump,1975,0,1975,1925479
Bihar,Pataliputra,RAM PRAVESH RAJAK,M,66,SC,PPID,Table,2126,3,2129,1925479
Bihar,Pataliputra,LALITA RAY,F,35,GEN,BNDl,Ganna Kisan,3551,5,3556,1925479
Bihar,Pataliputra,WAKIL AHMAD,M,46,GEN,JP,Pressure Cooker,7640,6,7646,1925479
Bihar,Pataliputra,SHIV KUMAR SINGH,M,43,GEN,APKSP,Cot,8353,1,8354,1925479
Bihar,Pataliputra,SHAILESH KUMAR,M,42,SC,BhAmAP,Capsicum,9627,1,9628,1925479
Bihar,Pataliputra,SATISH KUMAR,M,51,GEN,BMF,Glass Tumbler,3145,0,3145,1925479
Bihar,Pataliputra,SOHAN RAY,M,69,GEN,YKP,Water Melon,5809,1,5810,1925479
Bihar,Pataliputra,JITENDRA BIND,M,46,GEN,IND,Chimney,4869,1,4870,1925479
Bihar,Pataliputra,PUPUL KUMAR SHARMA,M,29,GEN,IND,Tractor Chalata Kisan,1280,3,1283,1925479
Bihar,Pataliputra,BRAJESHWAR PRASAD SINGH,M,55,GEN,IND,Gas Stove,950,1,951,1925479
Bihar,Pataliputra,MANTU KUMAR,M,37,GEN,IND,Water Tank,770,0,770,1925479
Bihar,Pataliputra,RAMESH KUMAR SHARMA,M,63,GEN,IND,SHIP,1556,2,1558,1925479
Bihar,Pataliputra,RAJESH KUMAR,M,38,GEN,IND,Truck,2982,4,2986,1925479
Bihar,Pataliputra,SURESH PASWAN,M,38,SC,IND,Helicopter,2791,2,2793,1925479
Bihar,Pataliputra,NOTA,0,0,0,NOTA,NOTA,6497,79,6576,1925479
Bihar,Arrah,Manoj Yadav,M,38,GEN,BSP,Elephant,10498,280,10778,2089353
Bihar,Arrah,R. K. Singh,M,66,GEN,BJP,Lotus,560106,6374,566480,2089353
Bihar,Arrah,Anil Kumar Singh,M,66,GEN,PSPL,Key,7018,23,7041,2089353
Bihar,Arrah,Krishna Paswan,M,48,SC,BKVP,Ganna Kisan,3745,33,3778,2089353
Bihar,Arrah,Bharat Bhushan Pandey,M,45,GEN,ABJS,Tractor Chalata Kisan,3579,18,3597,2089353
Bihar,Arrah,Raj Giri Bhagat,M,70,GEN,SSD,Saw,12592,6,12598,2089353
Bihar,Arrah,Raju Yadav,M,36,GEN,CPI(ML)(L),Flag with Three Stars,418266,929,419195,2089353
Bihar,Arrah,Dr. Kumar Sheelbhadra,M,53,GEN,IND,Basket containing Fruits,9139,23,9162,2089353
Bihar,Arrah,Ram Raj Singh,M,61,GEN,IND,Apple,4551,4,4555,2089353
Bihar,Arrah,Lakshaman Kumar Ojha,M,48,GEN,IND,Auto- Rickshaw,7894,8,7902,2089353
Bihar,Arrah,Shiv das Singh,M,81,GEN,IND,Football,13768,5,13773,2089353
Bihar,Arrah,NOTA,0,0,0,NOTA,NOTA,21763,62,21825,2089353
Bihar,Buxar,Ashwini Kumar Choubey,M,66,GEN,BJP,Lotus,468690,4363,473053,1829373
Bihar,Buxar,Jagadanand Singh,M,75,GEN,RJD,Hurricane Lamp,353627,1817,355444,1829373
Bihar,Buxar,Sushil Kumar Singh,M,50,GEN,BSP,Elephant,80031,230,80261,1829373
Bihar,Buxar,Anil Kumar,M,46,GEN,JTVP,Sewing Machine,9740,16,9756,1829373
Bihar,Buxar,Anil Kumar Rai,M,56,GEN,RDU,Matchbox,1897,10,1907,1829373
Bihar,Buxar,Uday Narayan Rai @ Luddu Rajbhar,M,34,GEN,SBSP,Walking Stick,14163,7,14170,1829373
Bihar,Buxar,Dhanjit Singh @ Dhanjit Kumar,M,43,GEN,VPI,Gas Cylinder,4166,5,4171,1829373
Bihar,Buxar,Ravi Raj,M,40,GEN,PSPL,Key,1768,10,1778,1829373
Bihar,Buxar,Binod Kumar Bikrant,M,43,SC,PPID,Table,1614,3,1617,1829373
Bihar,Buxar,Santosh Kumar Yadav,M,46,GEN,BMUP,Cot,2224,12,2236,1829373
Bihar,Buxar,Arvind Kumar Pandey @ Chote Baba,M,33,GEN,IND,Helicopter,2348,3,2351,1829373
Bihar,Buxar,Jay Prakash Ram,M,26,SC,IND,Air Conditioner,2222,11,2233,1829373
Bihar,Buxar,Ranjit Singh @ Ranage,M,75,GEN,IND,Football,3901,4,3905,1829373
Bihar,Buxar,Rakesh Kumar Ray @ Guddu Ray,M,43,GEN,IND,CCTV Camera,6800,2,6802,1829373
Bihar,Buxar,Ramchandra Singh Yadav,M,42,GEN,IND,Almirah,10721,9,10730,1829373
Bihar,Buxar,NOTA,0,0,0,NOTA,NOTA,16379,68,16447,1829373
Bihar,Sasaram (SC),CHHEDI PASWAN,M,63,SC,BJP,Lotus,492364,2436,494800,1787878
Bihar,Sasaram (SC),MANOJ KUMAR,M,35,SC,BSP,Elephant,86187,219,86406,1787878
Bihar,Sasaram (SC),MEIRA KUMAR,F,74,SC,INC,Hand,326373,2682,329055,1787878
Bihar,Sasaram (SC),DHARMRAJ PASWAN,M,29,SC,LJVM,Cake,5974,4,5978,1787878
Bihar,Sasaram (SC),NIRMALA DEVI,F,36,SC,PSPL,Key,1691,11,1702,1787878
Bihar,Sasaram (SC),VIDYA JYOTI,F,47,SC,BMUP,Cot,2732,14,2746,1787878
Bihar,Sasaram (SC),SATYA NARAYAN RAM,M,65,SC,APoI,Coat,4770,0,4770,1787878
Bihar,Sasaram (SC),ASHOK KUMAR PASWAN,M,27,SC,IND,Bread,2664,1,2665,1787878
Bihar,Sasaram (SC),ASHOK BAITHA,M,48,SC,IND,Cup & Saucer,9973,56,10029,1787878
Bihar,Sasaram (SC),RAGHUNI RAM SHASTRI,M,70,SC,IND,Saw,2416,5,2421,1787878
Bihar,Sasaram (SC),RAJANIKANT CHOUDHARY,M,70,SC,IND,Tractor Chalata Kisan,3556,1,3557,1787878
Bihar,Sasaram (SC),RAMEKBAL RAM,M,55,SC,IND,Gas Cylinder,6408,2,6410,1787878
Bihar,Sasaram (SC),SATYA NARAYAN PASWAN,M,64,SC,IND,Scissors,5222,0,5222,1787878
Bihar,Sasaram (SC),NOTA,0,0,0,NOTA,NOTA,18914,74,18988,1787878
Bihar,Karakat,UPENDRA KUSHWAHA,M,56,GEN,BLSP,Ceiling Fan,312269,1597,313866,1771254
Bihar,Karakat,MAHABALI SINGH,M,64,GEN,JD(U),Arrow,396282,2126,398408,1771254
Bihar,Karakat,RAJ NARAYAN TIWARI,M,45,GEN,BSP,Elephant,21587,128,21715,1771254
Bihar,Karakat,ARIF ISAIN HUSAIN,M,38,GEN,JDR,Dolli,2461,37,2498,1771254
Bihar,Karakat,USHA SHARAN,F,59,GEN,SSD,Saw,2988,15,3003,1771254
Bihar,Karakat,KAMLESH RAM (PRASAD),M,42,SC,SBSP,Air Conditioner,1699,14,1713,1771254
Bihar,Karakat,GORAKH RAM,M,48,SC,VPI,Gas Cylinder,2076,3,2079,1771254
Bihar,Karakat,GHANSHYAM TIWARI,M,39,GEN,SP,Bicycle,2853,28,2881,1771254
Bihar,Karakat,JYOTI RASHMI,F,35,GEN,RSWD,Winnower,8332,49,8381,1771254
Bihar,Karakat,NAND KISHOR YADAV,M,50,GEN,SPL,Tractor Chalata Kisan,3402,17,3419,1771254
Bihar,Karakat,PRITHVI NATH PRASAD,M,51,GEN,ASDHP,Bottle,1691,4,1695,1771254
Bihar,Karakat,PRAKASH CHANDRA GOYAL,M,36,GEN,PPID,Apple,2217,2,2219,1771254
Bihar,Karakat,PRADEEP CHOUHAN,M,42,GEN,BLND,BOX,2844,0,2844,1771254
Bihar,Karakat,MANOJ SINGH KUSHVAHA,M,45,GEN,JPJD,Diesel Pump,3975,9,3984,1771254
Bihar,Karakat,MAMTA PANDEY,F,43,GEN,RSPSR,Truck,8821,30,8851,1771254
Bihar,Karakat,MOHAMMAD ATAHAR HUSAIN,M,48,GEN,ANC,Gramophone,12416,15,12431,1771254
Bihar,Karakat,RAJA RAM SINGH,M,63,GEN,CPI(ML)(L),Flag with Three Stars,24892,40,24932,1771254
Bihar,Karakat,RAMJEE SINGH KANTA,M,62,GEN,AHFBK,CHESS BOARD,6660,3,6663,1771254
Bihar,Karakat,SHASHIKANT SINGH,M,41,GEN,BMF,Glass Tumbler,1964,8,1972,1771254
Bihar,Karakat,ABHIRAM PRIYADARSHI,M,30,GEN,IND,Almirah,1069,5,1074,1771254
Bihar,Karakat,KUMAR SAURABH,M,39,GEN,IND,Auto- Rickshaw,2431,19,2450,1771254
Bihar,Karakat,DHARMENDRA SINGH,M,48,GEN,IND,Bead Necklace,1283,3,1286,1771254
Bihar,Karakat,NEELAM KUMARI,F,53,GEN,IND,Baby Walker,4599,6,4605,1771254
Bihar,Karakat,PUNAM DEVI,F,39,GEN,IND,Balloon,1332,27,1359,1771254
Bihar,Karakat,RAM AYODHYA SINGH,M,47,GEN,IND,Bangles,1471,1,1472,1771254
Bihar,Karakat,RAMESHWAR SINGH,M,65,GEN,IND,Basket containing Fruits,4100,3,4103,1771254
Bihar,Karakat,BASUDEO HAZARIKA,M,54,GEN,IND,Bat,6791,0,6791,1771254
Bihar,Karakat,NOTA,0,0,0,NOTA,NOTA,22002,102,22104,1771254
Bihar,Jahanabad,CHANDESHWAR PRASAD,M,68,GEN,JD(U),Arrow,333191,2393,335584,1588454
Bihar,Jahanabad,NITYA NAND SINGH,M,38,GEN,BSP,Elephant,19024,187,19211,1588454
Bihar,Jahanabad,SURENDRA PRASAD YADAV,M,60,GEN,RJD,Hurricane Lamp,332116,1717,333833,1588454
Bihar,Jahanabad,ARBIND KUMAR,M,68,GEN,ravp,Scissors,9096,13,9109,1588454
Bihar,Jahanabad,ARUN KUMAR,M,60,GEN,RSPSR,Truck,34088,470,34558,1588454
Bihar,Jahanabad,AVINASH KUMAR,M,27,GEN,BBC,Bead Necklace,2544,54,2598,1588454
Bihar,Jahanabad,UMA SHANKAR VERMA,M,40,GEN,SUCI(C),Battery torch,3300,23,3323,1588454
Bihar,Jahanabad,KUNTI DEVI,F,54,GEN,CPI(ML)(L),Flag with Three Stars,26285,40,26325,1588454
Bihar,Jahanabad,MEERA KUMARI YADAV,F,41,GEN,SSD,Saw,4316,21,4337,1588454
Bihar,Jahanabad,RAJENDRA PASWAN,M,67,SC,LJVM,Cup & Saucer,3283,17,3300,1588454
Bihar,Jahanabad,RAMJEE KEWAT,M,56,GEN,RMGP,Boat with Man and Sail,4999,6,5005,1588454
Bihar,Jahanabad,SUNIL KUMAR,M,38,GEN,PPID,Table,9444,0,9444,1588454
Bihar,Jahanabad,CHANDRA PRAKASH,M,37,GEN,IND,Telephone,7714,41,7755,1588454
Bihar,Jahanabad,NOTA,0,0,0,NOTA,NOTA,27574,109,27683,1588454
Bihar,Aurangabad,NARESH YADAV,M,34,GEN,BSP,Elephant,33697,75,33772,1742883
Bihar,Aurangabad,SUSHIL KUMAR SINGH,M,53,GEN,BJP,Lotus,426116,1605,427721,1742883
Bihar,Aurangabad,AVINASH KUMAR,M,35,GEN,PPID,Table,13668,12,13680,1742883
Bihar,Aurangabad,UPENDRA PRASAD,M,55,GEN,HAMS,Telephone,356846,323,357169,1742883
Bihar,Aurangabad,DR DHARMENDRA KUMAR,M,42,ST,AHFBK,CHESS BOARD,16584,5,16589,1742883
Bihar,Aurangabad,SOM PRAKASH,M,46,GEN,SPL,Tractor Chalata Kisan,11709,4,11713,1742883
Bihar,Aurangabad,DHIRENDRA KUMAR SINGH,M,62,GEN,IND,Air Conditioner,24826,6,24832,1742883
Bihar,Aurangabad,YOGENDRA RAM,M,58,SC,IND,Balloon,11979,8,11987,1742883
Bihar,Aurangabad,SANTOSH KUMAR SINHA,M,43,GEN,IND,Almirah,15010,4,15014,1742883
Bihar,Aurangabad,NOTA,0,0,0,NOTA,NOTA,22397,27,22424,1742883
Bihar,Gaya (SC),Din Dayal Bharti alias Kapil Chaudhri,M,47,SC,NCP,Clock,8434,82,8516,1704596
Bihar,Gaya (SC),Dilip Kumar,M,48,SC,BSP,Elephant,12953,78,13031,1704596
Bihar,Gaya (SC),Vijay Kumar,M,55,SC,JD(U),Arrow,465748,1259,467007,1704596
Bihar,Gaya (SC),Umesh Rajak,M,49,SC,PPID,Table,10391,7,10398,1704596
Bihar,Gaya (SC),Giridhar Sapera,M,38,SC,BRM,BENCH,7917,27,7944,1704596
Bihar,Gaya (SC),Jitan Ram Manjhi,M,73,SC,HAMS,Telephone,313984,597,314581,1704596
Bihar,Gaya (SC),Dayanand Rajwanshi,M,27,SC,MOSP,Walking Stick,14552,1,14553,1704596
Bihar,Gaya (SC),Prakash Chandra,M,53,SC,PMP,Batsman,11161,4,11165,1704596
Bihar,Gaya (SC),Rakesh Chaudhari,M,46,SC,MADP,Auto- Rickshaw,14528,4,14532,1704596
Bihar,Gaya (SC),Rajesh Kumar Paswan,M,38,SC,AJPR,Camera,11653,18,11671,1704596
Bihar,Gaya (SC),Vijay Kumar Chaudhary,M,49,SC,JDR,Dolli,23448,14,23462,1704596
Bihar,Gaya (SC),Sheo Shankar,M,61,SC,APoI,Coat,20459,5,20464,1704596
Bihar,Gaya (SC),Sunil Paswan,M,52,SC,BBMP,Envelope,9886,8,9894,1704596
Bihar,Gaya (SC),NOTA,0,0,0,NOTA,NOTA,29988,42,30030,1704596
Bihar,Nawada,Chandan Singh,M,36,GEN,LJP,Bungalow,491956,3728,495684,1899747
Bihar,Nawada,Vibha Devi,F,53,GEN,RJD,Hurricane Lamp,344734,2878,347612,1899747
Bihar,Nawada,Vishnu Dev Yadav,M,67,GEN,BSP,Elephant,11296,107,11403,1899747
Bihar,Nawada,Aditya Pradhan,M,40,GEN,PPID,Table,4738,43,4781,1899747
Bihar,Nawada,Mokim Uddin,M,49,GEN,RUC,Mixee,3768,8,3776,1899747
Bihar,Nawada,Ranganatha chary,M,50,GEN,SHS,Bead Necklace,3565,111,3676,1899747
Bihar,Nawada,Vijay Ram,M,52,SC,MOSP,HOCKEY & BALL,3384,43,3427,1899747
Bihar,Nawada,Tulsi Dayal,M,56,GEN,IND,Ganna Kisan,2211,19,2230,1899747
Bihar,Nawada,Naresh Prasad,M,46,GEN,IND,Chimney,2642,9,2651,1899747
Bihar,Nawada,Nivedita Singh,F,44,GEN,IND,DIAMOND,6773,14,6787,1899747
Bihar,Nawada,Prof. K.B. Prasad,M,69,GEN,IND,Battery Torch,4044,28,4072,1899747
Bihar,Nawada,Rakesh Raushan,M,43,GEN,IND,Cup & Saucer,6278,4,6282,1899747
Bihar,Nawada,Rajesh Kumar,M,33,GEN,IND,Helicopter,14922,12,14934,1899747
Bihar,Nawada,NOTA,0,0,0,NOTA,NOTA,35044,103,35147,1899747
Bihar,Jamui (SC),UPENDRA RAVIDAS,M,40,SC,BSP,Elephant,31504,107,31611,1718814
Bihar,Jamui (SC),CHIRAG KUMAR PASWAN,M,37,SC,LJP,Bungalow,527860,1274,529134,1718814
Bihar,Jamui (SC),BHUDEO CHOUDHARY,M,56,SC,BLSP,Ceiling Fan,287805,280,288085,1718814
Bihar,Jamui (SC),AJAY KUMAR,M,31,SC,BDlP,Shoe,8217,64,8281,1718814
Bihar,Jamui (SC),PANKAJ KUMAR DAS,M,35,SC,SUCI(C),Battery Torch,3996,8,4004,1718814
Bihar,Jamui (SC),VALAMIKI PASAVAN,M,60,SC,HND,Water Tank,6551,3,6554,1718814
Bihar,Jamui (SC),VISHNU PRIYA,F,32,SC,BMUP,Cot,10598,27,10625,1718814
Bihar,Jamui (SC),VIRENDRA KUMAR,M,60,SC,IND,Cup & Saucer,14611,17,14628,1718814
Bihar,Jamui (SC),SUBHASH PASWAN,M,51,SC,IND,Bat,16714,5,16719,1718814
Bihar,Jamui (SC),NOTA,0,0,0,NOTA,NOTA,39450,46,39496,1718814
Goa,North Goa,GIRISH RAYA CHODANKAR,M,52,GEN,INC,Hand,164407,190,164597,556761
Goa,North Goa,SHRIPAD YESSO NAIK,M,66,GEN,BJP,Lotus,244034,810,244844,556761
Goa,North Goa,AMIT ATMARAM KORGAONKAR,M,40,GEN,RPI(KM),Camera,2804,5,2809,556761
Goa,North Goa,DATTATRAYA PADGAONKAR,M,59,GEN,AAAP,Broom,4748,8,4756,556761
Goa,North Goa,AISHWARYA ARJUN SALGAONKAR,F,40,GEN,IND,Football,2124,3,2127,556761
